epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,5777.91,1.62513,0.7032,0.82703,0.84714,0.75624,0.75217,0.38254,1.95759,0.88744,0.9083,0.00164162,0.00164162,0.00164162
183,5810.7,1.65761,0.72731,0.84425,0.83847,0.77273,0.7862,0.40524,2.01628,0.89005,0.91555,0.00163964,0.00163964,0.00163964
184,5843.5,1.55779,0.70182,0.83531,0.80569,0.72727,0.76979,0.35062,2.25838,0.97601,0.94345,0.00163766,0.00163766,0.00163766
185,5875.41,1.65962,0.74544,0.86579,0.87666,0.81818,0.86039,0.36913,2.24975,0.98541,0.94862,0.00163568,0.00163568,0.00163568
186,5911.33,1.60502,0.74292,0.83819,0.77471,0.86364,0.8689,0.39482,2.21792,0.96934,0.96239,0.0016337,0.0016337,0.0016337
187,5945.59,1.46509,0.66924,0.81678,0.88933,0.7307,0.8864,0.37995,2.22931,1.00808,0.96664,0.00163172,0.00163172,0.00163172
188,5981.29,1.46817,0.65179,0.81338,0.79674,0.72727,0.78858,0.37297,2.14612,0.96691,0.94565,0.00162974,0.00162974,0.00162974
189,6013.55,1.60653,0.68882,0.83244,0.83994,0.71606,0.78592,0.38752,2.13873,0.9396,0.9399,0.00162776,0.00162776,0.00162776
190,6044.41,1.44828,0.65902,0.82982,0.76107,0.72409,0.76737,0.38993,1.98847,0.84875,0.91901,0.00162578,0.00162578,0.00162578
191,6074.83,1.47308,0.66007,0.83783,0.74452,0.79526,0.77282,0.354,2.29467,0.8721,0.95283,0.0016238,0.0016238,0.0016238
192,6105.42,1.53389,0.65429,0.81228,0.83908,0.71159,0.78159,0.33619,2.36316,0.90237,0.96073,0.00162182,0.00162182,0.00162182
193,6137.46,1.45328,0.65828,0.82666,0.88608,0.77273,0.84852,0.40428,2.16077,0.90622,0.93318,0.00161984,0.00161984,0.00161984
194,6169.3,1.46578,0.66444,0.80933,0.88513,0.77273,0.84246,0.40203,1.93247,0.9047,0.91122,0.00161786,0.00161786,0.00161786
195,6200.85,1.50119,0.67247,0.83374,0.88435,0.77273,0.8288,0.37536,2.11378,1.03998,0.93942,0.00161588,0.00161588,0.00161588
196,6232.31,1.47555,0.69111,0.82287,0.941,0.72727,0.81679,0.36282,2.21725,1.0684,0.95446,0.0016139,0.0016139,0.0016139
197,6263.93,1.49987,0.7495,0.83076,0.92847,0.77273,0.83181,0.39393,2.18394,0.97184,0.94998,0.00161192,0.00161192,0.00161192
198,6295.14,1.52906,0.65626,0.82387,0.84706,0.77273,0.81762,0.40887,2.31967,0.97721,0.97994,0.00160994,0.00160994,0.00160994
199,6326.8,1.58979,0.7281,0.83287,0.84882,0.76595,0.79606,0.39213,2.4024,0.95532,0.99599,0.00160796,0.00160796,0.00160796
200,6358.73,1.4665,0.70658,0.83896,0.88965,0.77273,0.84443,0.40195,2.37601,0.95389,0.989,0.00160598,0.00160598,0.00160598
201,6391.31,1.46202,0.6436,0.82286,0.89453,0.77115,0.84102,0.39148,2.20036,0.91571,0.9678,0.001604,0.001604,0.001604
202,6423.38,1.36177,0.61465,0.81339,0.84655,0.77273,0.85156,0.39499,2.16428,0.83066,0.95742,0.00160202,0.00160202,0.00160202
203,6455.62,1.43464,0.67734,0.81032,0.85669,0.81529,0.85101,0.39026,2.22693,0.82329,0.96393,0.00160004,0.00160004,0.00160004
204,6487.36,1.4632,0.64682,0.8294,0.84978,0.81818,0.8686,0.41701,2.07066,0.77381,0.93094,0.00159806,0.00159806,0.00159806
205,6518.71,1.4072,0.67598,0.80831,0.78393,0.82483,0.86741,0.40112,2.00246,0.80723,0.91859,0.00159608,0.00159608,0.00159608
206,6549.98,1.40955,0.70995,0.83518,0.86218,0.72727,0.82873,0.42743,1.90498,0.82082,0.9159,0.0015941,0.0015941,0.0015941
207,6581.24,1.46333,0.62399,0.84647,0.83955,0.77273,0.81373,0.3971,1.84091,0.74636,0.91027,0.00159212,0.00159212,0.00159212
208,6614.06,1.40879,0.64759,0.81908,0.80659,0.75872,0.75671,0.38753,1.86035,0.75856,0.90902,0.00159014,0.00159014,0.00159014
209,6645.28,1.50683,0.75926,0.83707,0.83422,0.77273,0.80597,0.35699,2.18499,0.7892,0.93545,0.00158816,0.00158816,0.00158816
210,6676.24,1.47245,0.6886,0.84755,0.82279,0.84467,0.82682,0.35902,2.36793,0.89452,0.9504,0.00158618,0.00158618,0.00158618
211,6707.7,1.5591,0.73663,0.84495,0.73504,0.72727,0.73659,0.35926,2.2891,1.00828,0.94716,0.0015842,0.0015842,0.0015842
212,6739.84,1.56391,0.71713,0.837,0.7829,0.72727,0.71148,0.37646,2.11312,0.9564,0.93242,0.00158222,0.00158222,0.00158222
213,6770.92,1.55173,0.70555,0.82429,0.8932,0.76075,0.80042,0.3607,1.95331,0.79897,0.92318,0.00158024,0.00158024,0.00158024
214,6801.73,1.4653,0.70311,0.83095,0.88821,0.72727,0.74267,0.35356,2.16481,0.8361,0.94249,0.00157826,0.00157826,0.00157826
215,6832.42,1.5372,0.72307,0.82788,0.88313,0.72727,0.7403,0.36302,2.209,0.89966,0.94583,0.00157628,0.00157628,0.00157628
216,6864.05,1.52619,0.70565,0.82467,0.90833,0.72727,0.79989,0.36688,2.08893,0.96704,0.93054,0.0015743,0.0015743,0.0015743
217,6895.11,1.47997,0.71238,0.81838,0.81008,0.77567,0.79151,0.38557,2.13911,0.96615,0.93172,0.00157232,0.00157232,0.00157232
218,6926.31,1.48716,0.64504,0.8388,0.74982,0.81818,0.78789,0.34777,2.16779,1.02485,0.93392,0.00157034,0.00157034,0.00157034
219,6957.04,1.47152,0.66752,0.82171,0.80826,0.76667,0.79454,0.37255,2.14225,0.94121,0.93292,0.00156836,0.00156836,0.00156836
220,6988.22,1.5809,0.77126,0.84201,0.76623,0.72727,0.76569,0.38189,2.16,0.92465,0.93886,0.00156638,0.00156638,0.00156638
221,7019.72,1.42731,0.68567,0.83311,0.86681,0.63636,0.75735,0.3704,2.2561,0.92878,0.95317,0.0015644,0.0015644,0.0015644
222,7051.22,1.49717,0.66355,0.8231,0.87755,0.77273,0.83968,0.3415,2.38211,0.89078,0.96933,0.00156242,0.00156242,0.00156242
223,7082.62,1.47854,0.66475,0.82809,0.85404,0.81818,0.85117,0.38042,2.29725,0.79932,0.96146,0.00156044,0.00156044,0.00156044
224,7114.59,1.42684,0.67779,0.8257,0.86349,0.86264,0.84277,0.38781,2.2832,0.784,0.95463,0.00155846,0.00155846,0.00155846
225,7145.99,1.5082,0.66477,0.8321,0.89939,0.81292,0.85253,0.38364,2.26022,0.95436,0.96815,0.00155648,0.00155648,0.00155648
226,7176.9,1.48488,0.66161,0.83632,0.8993,0.81213,0.84535,0.37517,2.20579,0.92652,0.97216,0.0015545,0.0015545,0.0015545
227,7208.32,1.45403,0.63586,0.8292,0.89002,0.77273,0.84222,0.40474,2.27754,0.89302,1.00473,0.00155252,0.00155252,0.00155252
228,7239.39,1.44508,0.68268,0.81872,0.87751,0.77273,0.83817,0.40292,2.3465,0.89534,0.99708,0.00155054,0.00155054,0.00155054
229,7270.41,1.34127,0.65591,0.8222,0.80457,0.74907,0.86525,0.43256,2.29768,1.02078,0.96866,0.00154856,0.00154856,0.00154856
230,7301.69,1.45571,0.66907,0.83466,0.84002,0.68182,0.81807,0.4234,2.02647,1.23535,0.93462,0.00154658,0.00154658,0.00154658
231,7332.75,1.5235,0.69389,0.82992,0.83972,0.71492,0.79046,0.42703,1.86688,1.26716,0.92229,0.0015446,0.0015446,0.0015446
232,7364.15,1.40306,0.66227,0.81994,0.79684,0.81818,0.81493,0.40036,1.89116,0.96483,0.92649,0.00154262,0.00154262,0.00154262
233,7395.03,1.41423,0.63638,0.81412,0.80569,0.81818,0.8278,0.38784,1.96718,0.89138,0.92884,0.00154064,0.00154064,0.00154064
